,group,mol
0,000002,320
1,000002,0.00202
2,000002,CYTIDINE-5'-MONOPHOSPHATE
3,000002,C
4,000002,DC
5,000002,DG
6,000002,G
7,000002,DA
8,000002,DT
9,000002,CBR
10,000002,5CM
11,000002,5NC
12,000002,BRU
13,000002,A
14,000002,U
15,000002,G36
16,000002,AMP
17,000002,C34
18,000002,ADP
19,000002,EDA
20,000002,6OG
21,000002,CAR
22,000002,8OG
23,000002,DU
24,000002,GDP
25,000002,5IU
26,000002,GNH
27,000002,5GP
28,000002,IMP
29,000002,TSP
30,000002,LGP
31,000002,FMP
32,000002,UMP
33,000002,C38
34,000002,A3P
35,000002,PSU
36,000002,H2U
37,000002,1MG
38,000002,5MC
39,000002,5MU
40,000002,AP2
41,000002,UFP
42,000002,4SU
43,000002,U34
44,000002,CPR
45,000002,DCM
46,000002,EDC
47,000002,FUP
48,000002,PCG
49,000002,IMC
50,000002,UDP
51,000002,35G
52,000002,2GP
53,000002,DCT
54,000002,ATD
55,000002,IMU
56,000002,G7M
57,000002,T3P
58,000002,7MG
59,000002,1MA
60,000002,64T
61,000002,IMO
62,000002,CMP
63,000002,IRP
64,000002,PRN
65,000002,CTP
66,000002,TYD
67,000002,101
68,000002,103
69,000002,TMP
70,000002,SRA
71,000002,RBZ
72,000002,AS
73,000002,A40
74,000002,A23
75,000002,A38
76,000002,1AP
77,000002,6HG
78,000002,6HA
79,000002,U31
80,000002,C45
81,000002,6MA
82,000002,U5P
83,000002,DGP
84,000002,ABM
85,000002,T23
86,000002,TAF
87,000002,BMP
88,000002,DUD
89,000002,PGP
90,000002,CCC
91,000002,UP6
92,000002,ATY
93,000002,ATM
94,000002,A47
95,000002,2MA
96,000002,OMC
97,000002,2MG
98,000002,BMQ
99,000002,DUT
100,000002,2AR
101,000002,CDP
102,000002,5BU
103,000002,D4D
104,000002,TBD
105,000002,CG1
106,000002,I
107,000002,GFL
108,000002,CFL
109,000002,MTE
110,000002,70U
111,000002,2MU
112,000002,U8U
113,000002,A2P
114,000002,0DG
115,000002,0DT
116,000002,IG
117,000002,IC
118,000002,DAT
119,000002,UFR
120,000002,ADX
121,000002,GAP
122,000002,GN7
123,000002,3GP
124,000002,C5P
125,000002,OMU
126,000002,SGP
127,000002,ATL
128,000002,NMN
129,000002,TLN
130,000002,LCA
131,000002,LCC
132,000002,MAD
133,000002,LMS
134,000002,DCP
135,000002,3AN
136,000002,GAO
137,000002,UAR
138,000002,A12
139,000002,UCL
140,000002,PGN
141,000002,DPY
142,000002,AAM
143,000002,RMB
144,000002,PMO
145,000002,P2P
146,000002,MPN
147,000002,C2P
148,000002,ADI
149,000002,5IC
150,000002,RMP
151,000002,SMP
152,000002,M1G
153,000002,S6G
154,000002,OMP
155,000002,CH
156,000002,PST
157,000002,HEU
158,000002,AD2
159,000002,1RB
160,000002,7RP
161,000002,7RA
162,000002,CB2
163,000002,XMP
164,000002,AZD
165,000002,IU
166,000002,AVC
167,000002,AMZ
168,000002,UMS
169,000002,BGM
170,000002,RVP
171,000002,SMT
172,000002,2DA
173,000002,IDP
174,000002,5HU
175,000002,P5P
176,000002,ABP
177,000002,CH1
178,000002,U3P
179,000002,MRG
180,000002,RP1
181,000002,SP1
182,000002,FDM
183,000002,NYM
184,000002,2DT
185,000002,5PC
186,000002,PDU
187,000002,U2P
188,000002,TLB
189,000002,BVP
190,000002,2AM
191,000002,MZP
192,000002,PQ1
193,000002,CBV
194,000002,PBT
195,000002,GMU
196,000002,0C
197,000002,0U
198,000002,0G
199,000002,CGP
200,000002,8BR
201,000002,C3P
202,000002,A3A
203,000002,GP2
204,000002,DGI
205,000002,SON
206,000002,UR3
207,000002,3DA
208,000002,DDY
209,000002,MTU
210,000002,E1X
211,000002,FOX
212,000002,TC1
213,000002,7DA
214,000002,7GU
215,000002,AP7
216,000002,5FC
217,000002,DDN
218,000002,5AA
219,000002,DUN
220,000002,UA3
221,000002,UM3
222,000002,UMF
223,000002,MA6
224,000002,TTM
225,000002,MNU
226,000002,G2L
227,000002,A2L
228,000002,EIT
229,000002,XCY
230,000002,CSL
231,000002,PPW
232,000002,A5M
233,000002,D5M
234,000002,D4M
235,000002,ZDU
236,000002,UD5
237,000002,T41
238,000002,C46
239,000002,MG1
240,000002,T48
241,000002,S4C
242,000002,CF5
243,000002,NIA
244,000002,93A
245,000002,FMU
246,000002,MSS
247,000002,2AU
248,000002,SUR
249,000002,A1P
250,000002,3PD
251,000002,CTG
252,000002,5FU
253,000002,GCQ
254,000002,MA7
255,000002,N6G
256,000002,C2R
257,000002,XAD
258,000002,XTH
259,000002,2ST
260,000002,KAG
261,000002,UC5
262,000002,XCS
263,000002,4PC
264,000002,ACK
265,000002,YYY
266,000002,63G
267,000002,63H
268,000002,SXA
269,000002,A5O
270,000002,A5L
271,000002,RSP
272,000002,RSQ
273,000002,0AD
274,000002,GF2
275,000002,AF2
276,000002,UFT
277,000002,CFZ
278,000002,T4S
279,000002,AT4
280,000002,10C
281,000002,4OC
282,000002,NUP
283,000002,JW5
284,000002,8CS
285,000002,FAI
286,000002,SDG
287,000002,TCY
288,000002,S4G
289,000002,S4A
290,000002,NDU
291,000002,TM2
292,000002,CDF
293,000002,O2G
294,000002,8AN
295,000002,TDY
296,000002,5UA
297,000002,44P
298,000002,6CN
299,000002,6AZ
300,000002,G46
301,000002,A43
302,000002,8GD
303,000002,8DD
304,000002,3AM
305,000002,M33
306,000002,NDN
307,000002,AN2
308,000002,CNU
309,000002,T5S
310,000002,N5M
311,000002,2FI
312,000002,2FE
313,000002,FMG
314,000002,CC7
315,000002,UEP
316,000002,U1P
317,000002,AIF
318,000002,USM
319,000002,C6B
320,000002,2OM
321,000002,B7C
322,000002,ME6
323,000011,168
324,000011,0.00204
325,000011,ADENOSINE-5'-TRIPHOSPHATE
326,000011,ATP
327,000011,UPA
328,000011,U2G
329,000011,GCP
330,000011,BIS
331,000011,GSP
332,000011,GTP
333,000011,UPG
334,000011,ANP
335,000011,HAM
336,000011,GSR
337,000011,PAP
338,000011,ATR
339,000011,R
340,000011,Y
341,000011,GNP
342,000011,GSS
343,000011,M7G
344,000011,SAP
345,000011,MGT
346,000011,MIA
347,000011,FYA
348,000011,ATG
349,000011,DTP
350,000011,PPS
351,000011,ATF
352,000011,QUO
353,000011,AMO
354,000011,GPX
355,000011,AGS
356,000011,DAD
357,000011,GPL
358,000011,DBG
359,000011,ACP
360,000011,UDX
361,000011,LAD
362,000011,YYG
363,000011,ADQ
364,000011,QSI
365,000011,TSB
366,000011,YG
367,000011,3AT
368,000011,APC
369,000011,T6A
370,000011,PU
371,000011,PPU
372,000011,12A
373,000011,GDU
374,000011,TRH
375,000011,APR
376,000011,112
377,000011,VAA
378,000011,ATS
379,000011,CMK
380,000011,GUD
381,000011,PSD
382,000011,DGT
383,000011,126
384,000011,TYM
385,000011,CDM
386,000011,MGP
387,000011,ENQ
388,000011,ACQ
389,000011,FA5
390,000011,139
391,000011,DG3
392,000011,ILA
393,000011,TDX
394,000011,ADV
395,000011,NBS
396,000011,DOT
397,000011,MNT
398,000011,OAD
399,000011,AV2
400,000011,IOT
401,000011,2SA
402,000011,G3D
403,000011,PAJ
404,000011,GOM
405,000011,GDR
406,000011,5CA
407,000011,P5A
408,000011,CG2
409,000011,1PR
410,000011,MSP
411,000011,MOD
412,000011,AET
413,000011,APX
414,000011,MAP
415,000011,DDS
416,000011,CPA
417,000011,GPC
418,000011,AHZ
419,000011,AHX
420,000011,UDH
421,000011,UFG
422,000011,UFM
423,000011,YSA
424,000011,APK
425,000011,G2P
426,000011,TAT
427,000011,VMS
428,000011,SRP
429,000011,BT5
430,000011,8GT
431,000011,8DG
432,000011,CXY
433,000011,4AD
434,000011,NSS
435,000011,RIA
436,000011,GKE
437,000011,GKD
438,000011,GDD
439,000011,GDC
440,000011,GSU
441,000011,APW
442,000011,6IA
443,000011,YMP
444,000011,ITT
445,000011,BTX
